,time
0,1.8598516754429937
1,6.9481199631547925
2,0.29702480137812776
3,0.5400739787484856
4,0.8961182264920711
5,3.047281755865188
6,4.679790868233317
7,0.6914687416624903
8,10.777014394453934
9,2.9845223266623577
10,2.9726750240309796
11,10.058427259886638
12,1.8561563639793293
13,15.816137466443712
14,0.8858366008339964
15,0.6696676412826943
16,0.9110865555064525
17,4.522781743019519
18,2.9406872526873666
19,2.42223782142129
20,0.6179317501823245
21,0.3675204944087762
22,0.645111608432887
23,1.3334436845750492
24,0.9632347510002888
25,1.4040511941046718
26,2.0498400200730726
27,3.2454792908525727
28,2.6207989660300566
29,6.294269617470901
30,11.692929607561624
31,3.039040275634421
32,0.2951439526211363
33,8.845321985341755
34,4.4387867803848335
35,1.3326505392181212
36,3.798607509462781
37,1.5840184695591355
38,1.8190759827677272
39,2.664224246174769
40,4.081068491299776
41,9.276978023220106
42,1.7948026639130703
43,2.721326077705372
44,0.35999264828612154
45,4.096866136613905
46,3.396576947371038
47,0.680811871313993
48,8.165471689404194
49,0.33931054611255174
50,0.11301165108465634
51,8.512415150590595
52,-0.0016300139079022543
53,3.894722510604315
54,6.120707800569613
55,0.025433190514769437
56,0.8661795459093193
57,0.814633400524057
58,1.3720436431535403
59,3.4659289801419204
60,4.349632092884459
61,3.612253693094879
62,1.054594684429658
63,4.027318155735118
64,5.431997340146507
65,5.497207173364555
66,3.3410197615809425
67,0.5346461915008238
68,5.728530606887928
69,3.1374477132583953
70,-0.14911873398176545
71,1.4077610174401953
72,8.504993468404018
73,0.20316644692678443
74,3.063837234816325
75,13.260579397636544
76,2.6646865980698697
77,6.6255266412390394
78,1.6792034251307133
79,5.546882307792261
80,6.420759103761336
81,1.7949495025279858
82,3.5952767693776955
83,0.9041174368357578
84,2.812787928919826
85,2.11604884733378
86,4.812272342050075
87,0.5806231795237815
88,5.854434734289081
89,0.8303332146598787
90,2.2798176355732447
91,1.777718549671971
92,2.5458050979447253
93,9.539759831542414
94,7.091806480518929
95,2.4314364594988405
96,19.714981218809626
97,0.11711206502345742
98,1.0542177695973614
99,0.3471314126367818
