,time
0,3.827810738979543
1,4.417389344316698
2,0.41727089879940493
3,6.243263046270223
4,5.922337323229832
5,2.3013558925400392
6,4.165275314331752
7,0.405533412963862
8,5.453822039389049
9,5.458223135136551
10,5.959615139484162
11,10.477445845853143
12,3.8910848625662333
13,12.734103816319003
14,0.8733524921641458
15,0.7008388766593876
16,1.1479314348656238
17,3.6689884513933073
18,2.630228729364595
19,3.984166120752169
20,0.27128221341492875
21,5.1353050664333235
22,0.3178474969597115
23,1.456276060892035
24,1.3558249127839528
25,6.515218136453659
26,4.576891996165031
27,2.9422172424135584
28,4.415065188251983
29,2.347460851911255
30,9.303825853303685
31,6.589789696196962
32,2.111236774234986
33,10.88210068663164
34,7.896495971645206
35,1.4969893307676059
36,1.5976589521181679
37,2.652000550800436
38,4.752397472287091
39,3.9291382529861103
40,3.838294359259597
41,9.189887133305238
42,2.2880401430338257
43,8.264646550587278
44,2.196903788658858
45,1.8988303847211143
46,1.8531555931672625
47,2.647765181762781
48,6.71814303621043
49,0.5845663982736093
50,4.145884177982509
51,8.398883758778663
52,0.06773283654343523
53,3.158347929676412
54,8.159557384421085
55,-0.07536502337115397
56,3.163044430778095
57,1.1145147707857739
58,1.0671489407642007
59,2.903601716835653
60,6.734985788487646
61,5.259142232294636
62,4.078601501390456
63,6.410368540251911
64,3.816098973756779
65,8.710211782839043
66,1.2069826086977506
67,0.6600113608259789
68,7.214727047606732
69,4.735359737906885
70,-0.0934906088913129
71,1.6568634427548186
72,9.769345689117271
73,0.11878333786867963
74,5.875258159665921
75,6.230404625682338
76,3.678010064821531
77,3.8458624047477685
78,1.9631893644451364
79,4.340981168492844
80,7.644215464653809
81,7.071112021489986
82,9.016923296861778
83,0.9907213479316201
84,1.7453162345220012
85,6.191863473978489
86,2.1375234519231947
87,0.8498806735367086
88,7.2140414608974694
89,2.769178904405153
90,2.2205621168924052
91,0.8497007855631875
92,2.6585850715767494
93,8.238021552502788
94,7.3805281746569635
95,5.551851459887013
96,20.415091105419002
97,0.45437285924334725
98,1.2798259295698882
99,-0.0753882424612266
