Id,time
0,1.1492689604906847
1,4.719655962448725
2,0.0908683245975773
3,1.8040601134084948
4,2.323678086097001
5,5.197862790816119
6,3.9057355573511843
7,1.055061767342338
8,3.7807429292879235
9,1.3132875058960713
10,2.083735602908852
11,10.156489207709555
12,2.1035167564464996
13,16.447510013292213
14,0.7641362674452751
15,0.8776390674369926
16,1.3744567916570756
17,5.9814062295057
18,2.2487492117135313
19,4.716996732562198
20,0.503411764143281
21,1.4416207271099144
22,1.1675619281710627
23,0.9566031602026301
24,1.798453496933072
25,1.7650581067616025
26,4.379257565422926
27,2.9672436057051224
28,4.575495904560212
29,2.162083943445814
30,8.132831572507936
31,3.94557358390493
32,2.1488969525758783
33,15.583114038814148
34,6.048164881156639
35,0.8894422114013271
36,2.580719589527498
37,2.091047808229679
38,1.840267546784266
39,1.4065009938195931
40,5.284332006784183
41,18.01028659445363
42,2.338598746783111
43,9.403076945584983
44,0.819310109528564
45,4.905340488193987
46,3.212353304210281
47,5.087662689247905
48,6.046343920202643
49,0.7505427943207658
50,1.0541069572790835
51,10.053842106232068
52,0.13573108445076212
53,4.527085792543748
54,5.211172649830322
55,0.6445557857440608
56,2.2161459354644384
57,1.2591962106630321
58,0.928907656146001
59,1.9167880594079676
60,2.739632815439129
61,3.7478361924115915
62,0.9714943822529474
63,6.959095727177707
64,2.366824135317356
65,9.149505284449631
66,2.0293343556763928
67,1.5406997439961168
68,6.619868361653784
69,3.3996723960594153
70,0.5072384430895046
71,0.7991999075251908
72,8.47133121907687
73,0.23335989250070513
74,6.1577926458567145
75,4.190625879545248
76,2.9226767358512533
77,2.7421572196441195
78,3.3805412766089384
79,3.1906348261565745
80,6.619785803031034
81,2.915551514977834
82,6.164022991879607
83,1.5473637399146676
84,2.547206203843134
85,3.081012268487636
86,5.231272635069514
87,0.4477261690441156
88,7.4778388221403675
89,4.126319116119218
90,3.6052343757559546
91,2.3800610203431187
92,1.7782778211405983
93,9.10387408424496
94,4.12554238903905
95,1.5723191211227083
96,21.533522788578757
97,0.32908820856728344
98,1.855036770013141
99,1.9908251461920217
