,time
0,1.70489145776568
1,7.708501700837654
2,0.18669364501294705
3,1.4814862016750092
4,3.8228182655039524
5,4.447430259107625
6,3.6530313722625927
7,0.49989147069532536
8,5.843935578162304
9,2.5890767735890416
10,4.0080306839864
11,10.868385883465873
12,1.7601875197251104
13,12.281685584623125
14,0.5863827805914318
15,1.1262318728062077
16,1.4114578936925777
17,6.928708386700782
18,4.647893945779184
19,4.4800831303972775
20,0.37510963086710836
21,2.296014504456229
22,1.7373844163279255
23,1.3698138282008077
24,2.308078215113119
25,2.4645695611965968
26,4.157654604309992
27,4.217582265573926
28,4.204345643511703
29,2.5446261989135985
30,11.053710144298927
31,5.319213344330748
32,1.6567444626784937
33,13.272668698976466
34,10.080699390005908
35,0.5295978763054532
36,3.067873885107109
37,2.9848090157437377
38,1.4291865000400805
39,2.4848476349376827
40,4.899762517129311
41,13.914028261371422
42,1.557700827762242
43,9.087660133640178
44,1.90503635893791
45,5.040499006312158
46,3.4289423632686775
47,5.410608056461074
48,4.9699036183851755
49,1.0333966856059609
50,2.303521582249274
51,14.342883296358576
52,-0.020210805809737647
53,7.725320267319712
54,5.662704679825289
55,1.6064341721937958
56,2.1486432735844705
57,1.273909647399877
58,1.2575049106648317
59,1.9795214689726766
60,3.4730327362933564
61,5.3254578606326906
62,0.6996753553704391
63,10.027891358281767
64,2.575419461624219
65,12.222560197411912
66,3.0582525738134914
67,1.4321554366258569
68,6.953133939147196
69,4.760186043712387
70,2.1509265411575877
71,1.4884609030565426
72,9.23582047114226
73,0.008647882903469371
74,6.100805527976318
75,3.409502706412437
76,3.5350816083618937
77,5.006355411899589
78,6.80364076531467
79,3.2635064408197123
80,7.225535293832192
81,5.626141964845332
82,5.72496432112534
83,1.0108326718977854
84,2.4248927604906716
85,4.354353281441139
86,5.627417224192384
87,1.3796145073723367
88,7.890437716617093
89,3.75809803893169
90,2.3542741046154
91,2.6104559794281514
92,1.7094112807853215
93,11.564733107608163
94,4.232418602985658
95,2.470375484904332
96,20.33280757681386
97,0.2811714142177407
98,1.8507589094028674
99,0.1210385639710497
