,time
0,3.4794608823274955
1,7.0884822511335255
2,0.5033345686694793
3,8.657804396314301
4,8.794859158397898
5,3.6343920497158244
6,6.684278833542393
7,0.7468826912600369
8,7.659184271035821
9,6.461220266219567
10,7.494736182454199
11,11.166620675005241
12,4.425217862179219
13,16.80479775370717
14,-0.260884352605694
15,1.0637094907193607
16,1.456650729856076
17,6.41518979975479
18,2.7398940688346736
19,4.2412604876868505
20,0.08508556116407916
21,8.53669271763261
22,0.2029189415055046
23,1.2746648075294795
24,0.4909316474964937
25,9.236713907098897
26,4.935578423056033
27,3.933740329530931
28,4.0057311092085275
29,1.1056505685260944
30,10.402246522545573
31,5.8159971906327055
32,0.35555786874290785
33,11.519426412748697
34,6.0295730698895245
35,0.6652255157398523
36,2.50905142570164
37,2.2971843372570953
38,5.647558094205918
39,2.956430238804846
40,5.295847405788107
41,12.690698176880517
42,1.2179367113716073
43,9.651214132592852
44,0.6545665490722323
45,5.342401966642472
46,3.0867938625981717
47,3.0697679222052434
48,9.246604942651064
49,0.5872445375137719
50,0.9834790519970709
51,8.91474104070781
52,-0.5596005014000383
53,5.659902408246889
54,10.975018091931437
55,-0.6462567875361784
56,5.204246744164188
57,0.8299067936272578
58,2.0829371051850876
59,1.596872003431037
60,10.952471658016462
61,5.574607307202922
62,-3.0698863005737858
63,13.711646404618119
64,8.571417734860542
65,12.462948679802272
66,4.405239140904907
67,0.6061218808864527
68,6.2494557443275625
69,5.022113745229555
70,3.0369901858695476
71,1.9023514880652805
72,9.745973038634304
73,0.09453902318929094
74,12.146384404609353
75,14.936263728734081
76,2.8057894016893767
77,4.041927541546889
78,4.185460185910057
79,6.447531750942966
80,10.955530141084939
81,7.347790802234426
82,9.50902772386503
83,1.1209714712367784
84,2.673820495172746
85,8.339638941890477
86,7.039563329384985
87,0.5726706843951402
88,6.737307297876484
89,3.1931924730556567
90,2.88677819854967
91,2.0964000109265943
92,3.414530793438705
93,11.452046785458265
94,5.457077369232461
95,4.278161078017268
96,14.259726822656011
97,0.15560860302950535
98,1.374451747458815
99,-1.8306056269675117
