Id,time
0,2.0344162759387485
1,6.038641259075929
2,0.32064724085601853
3,3.1723994852974062
4,3.407408316419506
5,4.037761579298833
6,3.3523744651055862
7,0.7665409424729419
8,7.938209738788139
9,2.443468851570684
10,4.800711876184852
11,10.987110582343606
12,2.530513176575589
13,15.944670360908622
14,0.5941554697777264
15,0.8541526218726441
16,1.1705456464157944
17,4.773899777652078
18,3.0561604872315673
19,4.017502180752867
20,0.3452917017623883
21,2.372612700722495
22,0.980543109321608
23,1.079077457230005
24,1.4185218689164898
25,3.0238569592641915
26,4.284046731358656
27,3.596818163003346
28,4.113231485456806
29,2.4389651332578257
30,9.943566446066473
31,4.821194340855191
32,1.525320921556844
33,12.216396243810413
34,6.069002337254062
35,1.2623805206934002
36,3.6717082947059305
37,2.448647105111184
38,2.3749777209044245
39,2.697931362035294
40,4.944146342801917
41,12.735506734912622
42,1.9977560354875483
43,6.633984300802621
44,1.6014835273603367
45,4.2450384394341345
46,3.351907734504117
47,2.887672592227345
48,6.6998766901351114
49,0.8868879210173329
50,1.9378372291688606
51,9.935202438830164
52,0.047858669451170524
53,4.9110064857749816
54,5.704682790158971
55,0.2883153927679389
56,3.0305213085989613
57,1.3293577542711585
58,1.703186493409446
59,2.039184913168145
60,4.358561927284771
61,4.141329879877184
62,1.858611774866883
63,6.54309459642119
64,4.152343730455427
65,8.025498772816226
66,2.6130420417415676
67,1.204344038735873
68,7.466943189076412
69,4.030828130437447
70,0.4536562478305429
71,1.0824221791164534
72,10.141156605512858
73,0.2724170364950396
74,5.637912446152637
75,6.355541884596294
76,3.0084901584523283
77,4.087319473940961
78,3.066563199132755
79,3.5099099114992987
80,6.863426541177235
81,4.649289161563192
82,5.8185484328684645
83,1.155618303916787
84,2.5264965092468303
85,4.03724400418484
86,4.108242412372607
87,0.857501251580356
88,7.354171212229619
89,2.6092670828592004
90,2.77996719232039
91,2.356932226298283
92,2.1398931192137547
93,10.151324731652004
94,5.194825610943494
95,3.734193963244575
96,19.92964294091815
97,0.24651654040797094
98,1.2166457597714544
99,0.4460299168752352
