,time
0,3.70730128052339
1,5.732054752990641
2,0.39332068148178556
3,2.418429672348561
4,2.7472184094030623
5,5.067596621233582
6,2.836734423809382
7,0.7877404635537968
8,8.306018403789594
9,0.09165798616289235
10,4.625420359296119
11,12.657953128069627
12,2.603418943737198
13,12.918255351016203
14,0.3286794049355252
15,0.9991104267863082
16,1.3121168512946335
17,3.9183788525356755
18,2.6204948294681083
19,8.345106696344743
20,0.35363714714683375
21,1.1412577738558276
22,1.0719355582930945
23,1.5897194311664153
24,0.9218809542901416
25,2.901330190860953
26,4.564044810839817
27,3.961889148913991
28,2.6829736516831266
29,2.099569682746949
30,10.407724053492643
31,11.815197865112232
32,0.976260618038428
33,10.440167624847263
34,6.826336585290858
35,1.5557452825426137
36,5.389134956249588
37,2.803992634917393
38,1.8779774914051988
39,2.623690383096858
40,8.214249887115304
41,7.742531096455909
42,2.481838841606637
43,6.412556141964491
44,1.707165346530919
45,7.33595097762286
46,3.0759340334489305
47,2.0380212490920875
48,5.962281485391624
49,0.8254280655461809
50,0.48484316453061893
51,14.247288836580921
52,0.05326783404372841
53,4.0327431453840905
54,5.423802217715559
55,0.6389821816808336
56,4.521280077506132
57,0.7363361037446251
58,2.5037250780761644
59,2.3823632897533473
60,2.932920866709879
61,4.838762104791706
62,0.6255077536473828
63,5.943064306333658
64,4.9359135603294835
65,11.93365346343977
66,1.3708295043514271
67,1.2281755550004037
68,11.152963856298026
69,0.6503242642322128
70,1.2007104966171556
71,1.1875894609683586
72,14.953592497808026
73,0.242990416577839
74,8.461212659822715
75,7.167305903873045
76,1.386228767746133
77,4.064971201325117
78,2.319131293880502
79,2.0081633716802716
80,6.629723846605198
81,4.453246934601327
82,5.039485107003573
83,0.8135572366006949
84,2.6786386024973683
85,3.3493195426317732
86,4.003446735459188
87,0.515437198028762
88,7.442572788548861
89,2.0170665340763714
90,2.542222397315527
91,1.098058112005728
92,2.066168628187164
93,12.80445479439779
94,3.9233719093094153
95,4.256757247264467
96,20.87353517096047
97,0.15708523401358684
98,1.2772674225980583
99,0.032964365621393224
