,time
0,1.3148516041281766
1,4.794169812197789
2,0.6801575273993058
3,5.470963044200706
4,4.302228459143941
5,5.24556257519739
6,3.070299257406373
7,0.6573490882562426
8,6.47348646943973
9,1.1170537022198048
10,3.525666426620898
11,10.575752215363444
12,0.6513684347806034
13,13.136444328296644
14,0.18653953899786013
15,0.6822878728580306
16,2.156751271544307
17,3.589359473304827
18,3.295956587055457
19,8.56689400374122
20,0.22991585244126944
21,4.781629739201877
22,0.8258984437871634
23,1.3473596698827233
24,0.7170815632541552
25,3.019953965752394
26,5.514095160536559
27,3.977901353335208
28,4.52015171889954
29,1.2726795544381255
30,15.323088573395541
31,10.253932951775848
32,0.9158248568374245
33,10.016154474830646
34,17.981725707408394
35,1.768460733174943
36,4.122059723445306
37,2.891091720499941
38,0.28789821257699566
39,2.693680515909045
40,11.960177153129287
41,7.005684831150207
42,2.720911196138148
43,7.778493790382716
44,0.40996953671379177
45,4.355892398602199
46,10.105634467592774
47,2.148467324411733
48,5.869547591604137
49,0.3821287543731017
50,0.02139864361936002
51,9.17500168536181
52,-0.11874660572949744
53,4.307615807024378
54,7.063939865640767
55,0.39470886708674724
56,5.580414367258428
57,1.3199552558638004
58,0.9780941965830013
59,2.2952896917858725
60,4.277922791041915
61,9.099577106699227
62,-0.024805585165803536
63,13.432630457156952
64,2.873767475381459
65,18.383503730574226
66,3.3853078294544607
67,1.4250273122939574
68,4.970402888547548
69,2.274097412099784
70,0.2711092187620813
71,1.0482718072655868
72,8.583127834062298
73,0.1296186037153284
74,16.48348213860153
75,8.52558293569854
76,0.8090981630370887
77,2.7924375502165333
78,4.489132205967591
79,2.5803558768102657
80,13.44057879721161
81,7.88947330499658
82,6.893316513596804
83,1.0003327125600783
84,2.39839193236786
85,4.704831754514136
86,5.499525015083103
87,0.8113038249646289
88,7.234014539827396
89,0.9047115434851298
90,3.784477125824972
91,2.2522322482038875
92,1.666005083755794
93,10.251075061860348
94,3.254835435098708
95,2.279790806310797
96,15.877215731740625
97,0.2120017141421687
98,1.764660624816533
99,0.44482629354617365
