,time
0,2.1984123885694737
1,7.387546532038634
2,0.4769194438895892
3,2.783684331433167
4,4.807961864345416
5,2.9257696078261075
6,10.260580380519096
7,0.83310832375511
8,15.202010222924624
9,4.196878185785289
10,2.59657223085085
11,12.172355928108553
12,2.7028667750647157
13,15.940246638030283
14,-0.012682242754124698
15,0.7526803662939895
16,1.5708497670086374
17,4.425822206204524
18,2.2540660825585404
19,5.7045863858902495
20,0.4454755829782818
21,0.16977347827643002
22,0.35263599233122267
23,1.0146059024760383
24,1.234592604239261
25,4.509923406170346
26,6.863119019762237
27,4.9293175397854885
28,2.624521695819311
29,1.3593635237411483
30,14.014104003484643
31,2.6844911535189127
32,2.1494470853635015
33,10.586397985729297
34,5.2988894015909205
35,1.113136235169311
36,3.1567852155708698
37,1.9954336179688128
38,3.3965807547135163
39,2.6952758336242177
40,5.927696609486759
41,10.722688635391382
42,1.7321869963913357
43,4.58758778605859
44,0.9778977762727408
45,6.8171556686974295
46,2.9004428949568153
47,1.696020931606221
48,5.859054523268907
49,0.7856500345295493
50,0.7115919982229627
51,7.730249948021992
52,0.03645048218263776
53,5.533856938090565
54,6.71183505709349
55,-0.20925909793417002
56,4.170654412961407
57,0.9962124277696869
58,0.6116754717465118
59,1.4662320314422714
60,5.049355361175982
61,3.4794352829419806
62,1.741682574666139
63,9.196834718092953
64,6.486522326149237
65,9.042542808945253
66,4.165564105228983
67,1.015882002657811
68,6.809834973088269
69,4.52806681670344
70,0.5860939968412034
71,1.1190458220663626
72,7.679119632845909
73,0.19597747663870588
74,6.62748704265406
75,18.263922823209267
76,2.4891952196713008
77,3.344583090932253
78,5.241702869050453
79,2.4290397097918714
80,10.604106015225383
81,3.5163700815192036
82,7.561576932279406
83,1.350658711927653
84,2.548390242919131
85,6.005927453905985
86,5.056459207336632
87,2.7180448113459894
88,6.795222184004016
89,1.3568541313419076
90,1.821755508026105
91,3.8343891957513483
92,3.4983494776646493
93,7.538810986672995
94,5.085931260385158
95,1.7437898656137345
96,17.25424166639207
97,0.4176097320937915
98,0.8633691786216549
99,2.0533374941813194
