,time
0,2.0117893
1,7.7610526
2,0.4113645
3,2.4390242
4,4.3296986
5,6.2088537
6,3.4687252
7,0.5278705
8,8.220977
9,1.4392946
10,3.3828056
11,8.794332
12,1.0656375
13,12.864685
14,0.2706107
15,0.6398693
16,1.1141483
17,5.374753
18,2.8251615
19,3.3074596
20,0.019361928
21,0.4861017
22,2.3052316
23,2.2846937
24,3.4316306
25,4.3487797
26,2.370073
27,5.3403635
28,4.2269254
29,3.3602073
30,12.630568
31,3.8249385
32,3.1728456
33,12.030645
34,6.145665
35,0.92581046
36,4.256588
37,3.5341232
38,1.4100225
39,2.2468696
40,3.473423
41,5.9137816
42,1.6487808
43,4.702107
44,2.108918
45,7.2512026
46,4.044623
47,3.3898654
48,6.051194
49,0.6975627
50,0.28665873
51,9.651914
52,0.028458092
53,6.2073298
54,7.9844527
55,2.739565
56,2.2497337
57,1.1087556
58,0.6361674
59,2.0085335
60,4.561496
61,4.491188
62,0.6772853
63,7.7205925
64,2.7438543
65,8.30761
66,2.7854905
67,1.7400757
68,8.654583
69,2.7737021
70,3.0610144
71,1.5364982
72,4.4116983
73,0.27053037
74,7.5296974
75,6.2996817
76,3.4213035
77,4.12001
78,4.8456106
79,2.2160983
80,5.951736
81,5.137609
82,5.0484877
83,0.6071977
84,3.308143
85,5.3092427
86,7.2402296
87,0.6388224
88,5.9263644
89,1.3488384
90,2.4308705
91,1.5801843
92,1.7251785
93,8.774355
94,7.0413504
95,2.9780545
96,15.715082
97,0.20021148
98,1.8558009
99,0.48633403
